SMILES,GENERIC_NAME,SYNONYMS
O=S(=O)([O-])[O-].[Ba+2],Barium sulfate,Bario sulfato; Barium sulfate
[Na+].[OH-],Sodium hydroxide,caustic soda; lye; soda lye; sodio hidróxido; sodium hydrate; Sodium hydroxide; white caustic
[K+].[OH-],Potassium hydroxide,Ätzkali; hydroxyde de potassium; Kaliumhydroxid; potash lye; potasio hidróxido; potasse caustique; Potassium hydroxide
[Na+].[Na+].[S-2],Sodium sulfide,
CN(C)CCOc1ccccc1Cc1ccccc1,Phenyltoloxamine,Feniltoloxamina; Phenyltoloxamine; Phenyltoloxaminum
CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,Bicisate,
O=C([O-])[C@H](O)[C@@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)CO.[Ca+2],Calcium threonate,"Calcium L-threonate; Threonine, calcium salt"
O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3],Ferric sulfate,Ferric sulfate
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,Zeaxanthin,
C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,Exametazime,Exametazima; Exametazime
CCOCCP(CCOCC)CCP(CCOCC)CCOCC,Tetrofosmin,Tetrofosmin; Tetrofosmina
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,Rose bengal,
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+],Light green SF yellowish,A F Green No.2; A.F. Green No. 2; Acid Brilliant Green SF; Acid green; Acid green 5; Acid Green A; C.I. Acid Green 5; Lichtgruen; Light Green G; Light Green SF; Wool Brilliant Green SF
O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,Oftasceine,oftasceína; Oftasceine
NCC(=O)[O-].NCC(=O)[O-].[Mg+2],Magnesium glycinate,Magnesium glycinate
NCC(=O)O.N[C@@H](CS)C(=O)O.N[C@@H](C[S-])C(=O)[O-].[Fe+2],Ferrous cysteine glycinate,Ferrous cysteine glycinate chelate (1:2:1)
NCC(=O)[O-].O.O.[Al+3].[Cl-].[Zr+4],Aluminum zirconium octachlorohydrex gly,Aluminium zirconium octachlorohydrex gly; Aluminium zirconium octachlorohydrex glycine complex; Aluminum zirconium octachlorohydrex gly; Aluminum zirconium octachlorohydrex glycine complex
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1O,Menthyl salicylate,"1-Menthyl salicylate; Menthyl salicylate, (+/-)-"
CC(C)(CO)C(O)C(=O)NCCCO,Panthenol,DL-panthenol; DL-Pantothenol; Pantenol; Panthenol; Panthenolum
NC(=O)NC1NC(=O)[N-]C1=O.[Al+3].[Al+3].[Cl-].[OH-].[OH-].[OH-].[OH-],Alcloxa,Alcloxa; Alcloxum; Aluminium chlorohydroxyallantoinate; Aluminum chlorhydroxy allantoinate; Aluminum chlorohydroxy allantoinate; Chlorhydroxyaluminum allantoinate; Dialuminum tetrahydroxychloro allantoinate
COc1ccc(/C=C/C(=O)OCCC(C)C)cc1,Amiloxate,"3-(4-Methoxyphenyl)-2-propenoic acid, 3-methylbutyl ester; Amiloxate; Isoamyl p-methoxycinnamate; Isoamyl-p-methoxycinnamate"
NCC(=O)[O-].NCC(=O)[O-].[Fe+2],Ferrous bisglycinate,
CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccc(OC)cc1,Ethylhexyl methoxycrylene,
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],Aluminum sulfate,Aluminium sulfate; Aluminium sulfate anhydrous; Aluminum sulfate anhydrous; Aluminum sulphate anhydrous; Dialuminum sulfate; Dialuminum trisulfate
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cu+2],Copper gluconate,Copper gluconate
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Zn+2],Zinc gluconate,Zinc gluconate
O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.[Cr+3],Chromium picolinate,Chromium(III) picolinate
CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Levomefolic acid,"(6S)-5-methyltetrahydrofolate; (6S)-5-Methyltetrahydrofolic acid; (6S)-5-MTHF; 5-methyl-(6S)-tetrahydrofolic acid; L-5-methyltetrahydrofolate; L-5-MTHF; L-methylfolate; Levomefolate; Levomefolic acid; LMSR; N-[4-[[[(6S)-2-Amino-3,4,5,6,7,8-hexahydro-5-methyl-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-L-glutamic acid"
[F-],Fluoride ion,
C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C,Diacetyl benzoyl lathyrol,
O=P([O-])([O-])OC(CO)CO.[Ca+2],Calcium glycerophosphate,"1,2,3-Propanetriol, mono(dihydrogen phosphate) calcium salt; 1,2,3-Propanetriol, mono(dihydrogen phosphate), calcium salt; Calcium beta-glycerophosphate; calcium β-glycerophosphate; β-glycerophosphoric acid calcium salt"
CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,Diethylamino hydroxybenzoyl hexyl benzoate,Hexyl 2-(4-(diethylamino)-2-hydroxybenzoyl)benzoate
CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Dihydroergocornine,"9,10-dihydroergocornine; Dihydroergocornine"
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Dihydro-alpha-ergocryptine,"9,10-dihydro-α-ergocryptine; alpha-Dihydroergocriptine; dihydro-α-ergocryptine; α-dihydroergocryptine"
CC[C@@H](C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Epicriptine,dihydro-beta-ergocryptine; Epicriptina; Epicriptine; Epicriptinum; Epicryptine
C[C@@H]([C@H](O)c1ccccc1)N(C)C,DL-Methylephedrine,"(+/-)-Methylephedrine; (+/-)-N-methylephedrine; Methylephedrine, (+/-)-; Methylephedrine, DL-; N-methylephedrine DL-form"
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,Brilliant green cation,"Brilliant green ion; Brilliant green, free form; Brilliant green(1+)"
CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,DL-dimyristoylphosphatidylcholine,"dimyristoyl phosphatidylcholine; dimyristoyl-phosphatidylcholine; Dimyristoylphosphatidylcholine; Dimyristoylphosphatidylcholine, DL-; DMPC; l-α-dimyristoylphosphatidylcholine"
CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC,DL-dimyristoylphosphatidylglycerol,Dimyristoylphosphatidylglycerol; DMPG
CCOC(=O)/C=C/c1ccc(O)c(OC)c1,Ethyl ferulate,Ethyl 4'-hydroxy-3'-methoxycinnamate
CCCCOCc1ccc(O)c(OC)c1,Vanillyl butyl ether,4-(Butoxymethyl)-2-methoxyphenol; Butyl vanillyl ether
OCCOc1ccccc1,Phenoxyethanol,1-Hydroxy-2-phenoxyethane; 2-Hydroxyethyl phenyl ether; 2-phenoxyethanol; 2-Phenoxyethyl alcohol; beta-Hydroxyethyl phenyl ether; Ethylene glycol monophenyl ether; Phenoxytol; Phenyl cellosolve; Phenylmonoglycol ether
O=C(OCCO)c1ccccc1O,Glycol salicylate,2-hydroxybenzoic acid 2-hydroxyethyl ester; 2-hydroxyethyl 2-oxidanylbenzoate; 2-hydroxyethyl salicylate; Ethylene glycol monosalicylate; Ethylene glycol salicylate; Glycol salicylate
OB(O)O,Boric acid,ácido bórico; boracic acid; Boric acid; hydrogen borate; orthoboric acid
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],Dipyrithione,Bispyrithione; Dipiritiona; Dipyrithione; Dipyrithionum; Omadine disulfide; OMDS; Pyrithione disulfide; Pyrithione disulphide
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,Tetradecyl hydrogen sulfate (ester),7-Ethyl-2-methyl-4-undecanol sulfate; Tetradecyl hydrogen sulfate
CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)); 1-Palmitoyl-2-oleoyl-sn-glycero-3-phosphatidylglycerol; 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphoglycerol; l-Alpha-1-palmitoyl-2-oleoylglycerophosphoglycerol; Palmitoyloleoyl-phosphatidylglycerol; PG(16:0/18:1(9Z)); PG(16:0/18:1); POPG
CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,Sinapultide,Sinapultida; Sinapultide; Sinapultidum
COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC,Ubiquinol,
[Al+3].[Al+3].[O-2].[O-2].[O-2],Aluminum oxide,Aluminium oxide
O[SiH3],Silanol,
[Rb],Rubidium,rubidio
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],Calcium Phosphate,"calcio fosfato; Calcium phosphates; Phosphoric acid, calcium salt"
ClC(Cl)Cl,Chloroform,"1,1,1-trichloromethane; CHCl3; Chloroforme; chloroformium pro narcosi; Trichlormethan; Trichloromethane; trichlorométhane"
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,Squalene,"(all-E)-2,6,10,15,19,23-hexamethyl-2,6,10,14,18,22-tetracosahexaene; (E,E,E,E)-Squalene; Spinacene; Squalene; Supraene"
S=c1[nH]c2ccccc2s1,2-mercaptobenzothiazole,"1,3-Benzothiazol-2-yl hydrosulfide; 1,3-Benzothiazol-2-yl hydrosulphide; 1,3-benzothiazole-2-thiol; 2-Benzothiazolethiol; 2-MBT; 2-Sulfanyl-1,3-benzothiazole; 2-Sulphanyl-1,3-benzothiazole; Benzothiazole-2-thiol; Benzothiazolethiol; Benzothiazolyl mercaptan; MBT; Mercaptobenzothiazole"
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,Padimate O,Padimate O; Padimate-O
O.[Al+3].[Al+3].[Cl-].[OH-].[OH-].[OH-].[OH-].[OH-],Aluminum chlorohydrate,Alchlordrate; Aluminium chlorohydrate; Aluminum chlorhydrate; Aluminum chlorohydrate; Aluminum chlorohydrate dihydrate; Aluminum hydroxychloride
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,Indigotindisulfonic acid,"2-(1,3-Dihydro-3-oxo-5-sulpho-2H-indol-2-ylidene)-3-oxoindoline-5-sulphonic acid; 5,5'-indigotindisulfonic Acid; Blue X; FD&C Blue #2; Indigo carmine; Indigo carmine acid; indigo carmine free acid; indigo-5,5'-disulfonic acid; Indigotindisulfonate; Indigotine; Saxon blue"
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,Cetalkonium,Benzylhexadecyldimethylammonium; Cetalkonium cation; Cetalkonium ion
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,Pipradrol,Pipradrol
Cc1cc(CC(C)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c(O)c(-n2nc3ccccc3n2)c1,Drometrizole trisiloxane,Silatrizole
CCN(C)[C@@H](C)[C@H](O)c1ccccc1,Etafedrine,(-)-etafedrine; alpha-(1-(ethylmethylamino)ethyl)benzyl alcohol; Etafedrine
[C-]#[O+],Carbon monoxide,Carbon monoxide; carbon(II) oxide; Carboneum oxygenisatum; CO
[Ne],Neon,Ne; neón; néon; Neon
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,Levoleucovorin,"(6S)-5-Formyl-5,6,7,8-tetrahydrofolic acid; (6S)-5-formyltetrahydrofolic acid; (6S)-Folinic acid; (6S)-Leucovorin; (S)-Leucovorin; ácido levofolínico; Citrovorum factor; L-Folinic acid; Levofolene; Levofolinic acid; N-[4-({[(6S)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoyl]-L-glutamic acid"
CC(O)COCC1OC(OC2C(COCC(C)O)OC(OCC(C)O)C(OCC(C)O)C2OCC(C)O)C(OCC(C)O)C(OCC(C)O)C1OCC(C)O,Hydroxyethyl cellulose,2-Hydroxyethyl cellulose ether; Cellulose hydroxyethyl ether; Cellulose hydroxyethylate; hydroxyethylcellulose
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,Normethadone,"6-dimethylamino-4,4-diphenyl-3-hexanone; Desmethylmethadone; Isomethadone I; Normethadone"
CN[C@@H](C)[C@H](O)c1ccc(O)cc1,Oxilofrine,4-HMP; 4-hydroxyephedrine; Methyl synephrin; Methyl synephrine; Methylsympatol; Methylsynephrin; Methylsynephrine; Oxilofrine; Oxyephedrin; p-hydroxyephedrine
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Nomegestrol,Nomegestrol
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,Tafamidis,Tafamidis; Tafamidisum
O=C(CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1)OCCCCO[N+](=O)[O-],Latanoprostene bunod,Latanoprostene bunod
CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,Triheptanoin,Glycerol triheptanoate; Glyceryl triheptanoate; Trienanthoin; Triheptanoic glyceride; Triheptanoin; Triheptylin; Trioenanthoin
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,Naldemedine,Naldemedine
CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,Iomeprol,Iomeprol; Iomeprolum
O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,Galactose,D-Galactose; D(+)-Galactose; Galactose
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,Clobetasol,Clobetasol
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,Momelotinib,Momelotinib; N-(CYANOMETHYL)-4-(2-(4-MORPHOLINOANILINO)PYRIMIDIN-4-YL)BENZAMIDE
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,Zytron,"DMPA; O-(2,4-dichlorophenyl)-O-methyl-isopropylphosphoramidothioate"
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,Capmatinib,Capmatinib
CN[C@]1(c2ccccc2Cl)CCCCC1=O,Esketamine,(-)-Ketamine; (−)-ketamine; (S)-(−)-ketamine; (S)-2-(o-chlorophenyl)-2-(methylamino)cyclohexanone; (S)-ketamine; Esketamine; L-ketamine; S-(-)-Ketamine; S-ketamine
CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(Cc2ccccc2)N=C([O-])CN(CCN(CCC(C(=O)O)C(=O)O)CC(=O)[O-])CC(=O)[O-])C(O)=NC(Cc2ccccc2)C(O)=NC(Cc2c[nH]c3ccccc23)C(O)=NC(CCCCN)C([O-])=NC(C(C)O)C(O)=N1.[111In+3],Indium In-111 pentetreotide,111In-Pentetreotide; 111Indium pentetreotide; Indium (111In) pentetreotide; Indium In 111 pentetreotide; Indium In 111 Pentreotide; Indium In-111 pentetreotide
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Brexanolone,3alpha-OH DHP; allopregnan-3α-ol-20-one; Allopregnanolone; Brexanolone
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,Infigratinib,Infigratinib
CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,Bempedoic acid,Bempedoic acid
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1,Difelikefalin,Difelikefalin
CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,Nirogacestat,Nirogacestat
CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(F)F)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O,Voxilaprevir,Voxilaprevir
CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Sarecycline,Sareciclina; Sarecycline; Sarécycline; Sarecyclinum
[Gd],Gadolinium,gadolinio
CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,Telotristat ethyl,Telotristat ethyl
CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O,Mannitol busulfan,
[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,Deutetrabenazine,D6 tetrabenazine; D6-tetrabenazine; Deutetrabenazine; Tetrabenazine D6; Tetrabenazine-D6
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,Gepirone,Gepirone
NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,Capivasertib,Capivasertib; Capivasertibum
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,P-nitrobiphenyl,PNB
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,Dopexamine,Dopexamine
CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,Temocillin,Temocillin; temocillina
CN(CC(O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Iobitridol,Iobitridol
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,Steviolbioside,STB
CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4[C@@]5(C)COC[C@@]4(C[C@@H](n4ncnc4-c4ccncc4)[C@@H]5OC[C@](C)(N)C(C)(C)C)C3=CC[C@@]2(C)[C@@H]1C(=O)O,Ibrexafungerp,"(1S,4AR,6AS,7R,8R,10AR,10BR,12AR,14R,15R)-15-((2R)- 2-AMINO-2,3,3-TRIMETHYLBUTOXY)-1,6A,8,10A-TETRAMETHYL-8- ((2R)-3-METHYLBUTAN-2-YL)-14-(5-(PYRIDIN-4-YL)-1H-1,2,4- TRIAZOL-1-YL)-1,6,6A,7,8,9,10,10A,10B,11,12,12A-DODECAHYDRO-2H,4H-1,4A-PROPANOPHENANTHRO; enfumafungin derivative B-(1,3)-D-glucan synthestis inhibitor; Ibrexafungerp"
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,Betulinic Acid,beta-betulinic acid
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,Piritramide,Piritramida; Piritramide; Piritramidum
CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Clascoterone,11-deoxycortisol 17α-propionate; Clascoterone; Cortexolone 17alpha-propionate; Cortexolone 17α-propionate
CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,Omaveloxolone,"Omaveloxolone; Propanamide, N-(2-cyano-3,12-dioxo-28-noroleana-1,9(11)-dien-17-yl)-2,2-difluoro-"
O=N[O-],Nitrite,Nitrite anion; Nitrite ion
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,Oxetacaine,Oxetacaine
C1=Cc2ccccc2NN=C1,"1,2-Benzodiazepine","1H-1,2-Benzodiazepine; Benzodiazepine"
NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,Samidorphan,Samidorphan
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,Pentetreotide,Pentetreotida; Pentetreotide
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,Plazomicin,Plazomicin
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,Perazine,
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,Fenpropidin,Patrol
[I-],Iodide,Iodide ion
O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,Gaxilose,Gaxilosa; Gaxilose
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,Boscalid,Endura
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,Trifarotene,Trifarotene
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perflubutane,Decafluorobutane; Perflubutane; perflubutano; Sonazoid
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,Lefamulin,Lefamulin
CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,Etelcalcetide,Etelcalcetida; ételcalcétide; Etelcalcetide; Etelcalcetidum; Velcalcetide
CCCCOCCOC(=O)c1cccnc1,Nicoboxil,beta-Butoxyethyl nicotinate; Nicoboxil
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,Isoxaflutole,Balance; Merlin
OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,Lactitol,Lactitol; Lactitolum
NNc1nnc(NN)c2ccccc12,Dihydralazine,Dihidralazina; Dihydralazine; Dihydralazinum; Dihydrallazin; Dihydrazinophthalazine
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,Methylprednisone,6-alpha-methylprednisone
O=C1NOCC1/N=C/c1ccc(/C=N/C2CONC2=O)cc1,Terizidone,Terizidone
[Ag],Silver,"Argentum metallicum; Colloidal silver; Nanosilver; Silver colloidal; Silver nanoparticles; Silver, colloidal"
[Si],Silicon,silicio
O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,Oteseconazole,"(R)-2-(2,4-difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1(5-(4-(2,2,2-trifluoroethoxy)phenyl)pyridin-2-yl)propan-2-ol; 2-Pyridineethanol, α-(2,4difluorophenyl)-β β-difluoro- α-(1H-tetrazol-1-ylmethyl)-5-(4-(2,2,2-trifluoroethoxy)phenyl)-,(αR); Oteseconazole; VT-1161"
CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,Macimorelin,Macimorelin
[90Y],Yttrium Y-90,Yttrium (90 Y); Yttrium (90Y); Yttrium Y 90; Yttrium-90
