,PC1,PC2,PC3,cluster,MoA
Noscapine,-8.472986100310203,-2.247050798483599,-2.904529084610262,1,bradykinin receptor antagonist|tubulin polymerization inhibitor
Novobiocin,-10.915125314662241,-1.9141784382208469,-0.24087213027576534,1,bacterial DNA gyrase inhibitor
Noxytiolin,6.379918565264731,-2.017762551790902,5.194870176549505,3,
Nylidrin,1.4197956900819988,-2.5405603070656455,0.6769193162123255,3,adrenergic receptor agonist
Nystatin,-11.032801307392898,0.2111191712194576,0.3177646942412513,1,fungal ergosterol inhibitor
Obeticholic acid,3.5322444243097744,-2.0290533591295574,-4.206520860454933,3,FXR agonist
Octasulfur,10.202156068829025,2.1581136988756944,-2.132119158669081,0,
Octinoxate,1.6625139495301495,-9.983839553327488,-0.8792382559532302,3,
Octisalate,-16.668167762767485,-6.152761424494423,-1.2888751782076573,1,
Octocrylene,-3.319850685934118,-8.765694317824392,0.11764770489590018,1,
Odevixibat,-1.1586399695383214,-0.8825483871792871,-0.6195358037235645,3,
Ofloxacin,4.071856106766458,6.039841871357315,2.578285694634826,4,bacterial DNA gyrase inhibitor
Oftasceine,-9.167891491558478,-1.3558528191092851,0.25058466905764804,1,
Olanzapine,-4.602990523617323,4.527338766488271,3.4159496491553254,3,dopamine receptor antagonist|serotonin receptor antagonist
Olaparib,18.264734681753954,10.624898419315453,-7.827929246969,4,PARP inhibitor
Oleic Acid,1.5441670799295082,1.217846661339491,-1.3252343780869924,3,folate receptor ligand
Oliceridine,1.417801279259852,-3.753251128322443,3.7878669064162933,3,
Olmesartan,7.438033328225562,2.954338774681282,-3.838081788200994,4,angiotensin receptor antagonist
Olodaterol,1.9644705590166842,-1.496642797570927,-0.6686441694363454,3,
Olopatadine,-1.4612717692493256,13.56769401121,-2.6208948228395417,4,histamine receptor antagonist
Olsalazine,-6.216707338837163,-5.279237988378109,0.2249120076257775,1,cyclooxygenase inhibitor
Olutasidenib,4.8411618055124315,2.8375288236609175,-4.724955536025716,4,
Omacetaxine mepesuccinate,-2.946730668540447,-3.6787548729889563,-7.850852065447362,1,protein synthesis inhibitor
Omadacycline,-13.05222449551736,-3.3667685277006756,-0.7094433661320961,1,bacterial 30S ribosomal subunit inhibitor
Omaveloxolone,-9.47182122718441,1.3467838946787274,-5.462346009504853,1,
Ombitasvir,-5.6974811477652825,-4.117233694107207,-3.1712582675399195,1,HCV inhibitor
Omeprazole,4.528124020552074,11.796992933519638,-3.6261437552572913,4,ATPase inhibitor
Omidenepag isopropyl,6.208078686982788,-8.509466942516793,-2.1466411745777982,0,
Ondansetron,3.604131241431883,2.637461255690208,3.4279414381436553,3,serotonin receptor antagonist
Opicapone,-4.157290198493042,-4.151364081350102,-2.667492070833469,1,catechol O methyltransferase inhibitor
Orciprenaline,0.5398209636676896,-2.92069551737645,-1.7074479611839042,3,adrenergic receptor agonist
Oritavancin,-10.829113323711185,-0.8170563426380332,-0.9194715527867859,1,bacterial cell wall synthesis inhibitor
Orlistat,-6.9807152760588975,-2.176287416437244,-4.636821133747059,1,lipase inhibitor
Ornithine,-4.990172275418164,1.6920168471761037,7.934569434274165,3,NFkB pathway modulator
Orphenadrine,-3.5640589667459266,-1.3467148725796318,0.31833429925639245,3,acetylcholine receptor antagonist
Oseltamivir,-18.399715001030714,11.563245569849895,-4.716094723228345,2,
Osilodrostat,-1.6384799430321821,15.956803879207955,-3.2577247412494454,4,cytochrome P450 inhibitor
Osimertinib,-10.664673674125867,10.835985484711376,-2.7980017613273125,2,EGFR inhibitor
Ospemifene,8.858906094781926,5.7665452920355165,-5.949933591027564,4,selective estrogen receptor modulator (SERM)
Oteracil,-7.959853580047176,-6.213145057493623,-0.4539953924303022,1,
Oteseconazole,-1.2024382921589467,-3.4050826809242523,-1.4927859809633408,3,sterol demethylase inhibitor
Ouabain,-19.257439770460344,-3.7470077747860717,-2.956352605168534,1,ATPase inhibitor
Oxacillin,-7.405404757714038,-2.7579169122623326,-1.20594684961424,1,bacterial cell wall synthesis inhibitor
Oxaliplatin,0.6818822137079561,8.690204312996709,-2.7701919856554595,4,DNA inhibitor
Oxamniquine,2.0359899864315754,11.223376712588252,-5.392875686238069,4,
Oxandrolone,-1.1252642862740103,4.940504389127015,-1.739190049411457,3,
Oxaprozin,3.0409459798670317,11.489725055543849,-0.9641652882610012,4,cyclooxygenase inhibitor
Oxatomide,-14.673263148659043,3.2844680966103064,-2.183293258548629,2,histamine receptor antagonist
Oxazepam,-2.401365977832505,8.019198927348008,2.5756540656446334,4,
Oxcarbazepine,-1.3838676312736726,9.962917460319012,3.4683047211479163,4,sodium channel blocker
Oxeladin,2.203442256393893,-0.4788019478133235,1.2917304628556694,3,antitussive
Oxetacaine,-14.756383480032866,-2.1309433882725375,-3.342434392105533,1,local anesthetic
Oxiconazole,-14.964953321633196,8.45317695590507,-3.0673213388885046,2,bacterial cell wall synthesis inhibitor
Oxidronic acid,6.19816840438296,0.41589783744128733,3.1787516230761947,3,uricase inhibitor
Oxilofrine,-6.8351687535826136,0.7427968645963373,6.083849403465389,1,
Oxitriptan,-7.754320455165903,-6.079775706862424,-4.662660758524626,1,neurotransmitter
Oxolamine,-1.9253359659778488,-2.128269108104421,2.90645126772447,3,antitussive
Oxprenolol,-6.46558045972804,1.1029000824951793,-0.10257515708127199,1,adrenergic receptor antagonist
Oxtriphylline,-3.765867952781977,-0.40948276635681635,3.7705407290765227,3,
Oxybenzone,-3.75357299925299,0.5948212944960508,-0.6516242317842409,3,lipase inhibitor
Oxybuprocaine,-0.852285216452331,2.865749830434736,5.464472851028569,3,local anesthetic
Oxybutynin,8.59772757783719,-5.119885343903003,-3.021102850072408,0,acetylcholine receptor antagonist
Oxycodone,-0.5990712685763575,1.9233610136485206,3.5830606362940958,3,
Oxygen,-7.001783416509787,-0.7714028343349587,5.205324628482897,1,
Oxymetazoline,-7.25407770550871,-3.7075712362698265,-2.000495874290748,1,adrenergic receptor agonist
Oxymetholone,-0.9707393630977693,2.214231561423931,-3.0764227079584705,3,adrenergic receptor agonist
Oxymorphone,-0.7618151322790917,0.8983866546270978,3.474007553733683,3,
Oxyphenbutazone,1.5896347162185729,-4.993177493904202,2.8023128384766554,3,cyclooxygenase inhibitor
Oxyphencyclimine,3.8016266810658452,0.054712547467147855,1.12416524998705,3,cholinergic receptor antagonist
Oxyphenisatin acetate,11.840517005380628,-0.932195945769415,2.0286448547997904,0,
Oxyphenonium,-10.478980511082787,-0.21498162478753008,1.0860177422480346,1,cholinergic receptor antagonist
Oxyquinoline,-3.780021845659336,-9.180552244032251,-4.245848170181775,1,chelating agent
Oxytetracycline,-16.258577743782304,-2.587820935892789,-2.2098917284580626,1,bacterial 30S ribosomal subunit inhibitor
Ozanimod,-6.076344586863583,-4.678624616940911,-3.118686614739278,1,sphingosine 1-phosphate receptor agonist
Ozenoxacin,10.750875801437827,1.6045036469599712,-4.629587046394539,0,antiinfective drug
P-nitrobiphenyl,23.735769196205226,4.506323487379698,-6.147960189983235,0,
PBT-434,13.601248088870248,4.542851525722687,-3.903508219061491,0,
Paclitaxel,-8.881978176060523,-5.329580243004391,-5.697785562457264,1,tubulin polymerization inhibitor
Pacritinib,4.500145590005203,6.9117267425730775,-6.4690687381659995,4,FLT3 inhibitor|JAK inhibitor
Padeliporfin,-8.863382533593137,-1.9394755439732585,-1.2526467092797355,1,
Padimate O,-4.295940176804222,-6.7875710887283836,-1.3706138592470762,1,
Pafolacianine,-10.029997937584747,-6.031550475183825,-3.2176543263873016,1,
Palbociclib,-1.6249849470688584,5.4875191157278715,-3.353244467884079,4,CDK inhibitor
Paliperidone,-0.7823979199811049,5.812551715760045,0.7885018605108629,3,dopamine receptor antagonist|serotonin receptor antagonist
Palmitic Acid,-3.910381830121489,12.591259576017135,0.145819363244602,2,
Palonosetron,-1.7422210771911095,11.788989690345895,-7.746835125783066,4,serotonin receptor antagonist
Palovarotene,12.556979250284089,-0.7947763069988889,-5.716432172839163,0,retinoid receptor agonist
Pamidronic acid,-5.606177812124949,-3.854610847791269,1.7655700547387911,1,bone resorption inhibitor
Pancuronium,-11.455660565646005,-1.9016784032591743,1.2636084617784102,1,acetylcholine receptor antagonist
Panobinostat,18.01845253956493,-4.283886079276015,-7.49479968406913,0,HDAC inhibitor
Pantethine,9.886060493119663,2.3679989443557954,2.9526153680220038,0,coenzyme A precursor
Panthenol,8.699124005257989,2.075379610291174,-1.5453418949319013,0,
Pantoprazole,3.1116181456868595,3.04782219729269,1.6281237268457145,3,ATPase inhibitor
Pantothenic acid,0.16424535176459443,0.5853032327432096,0.5017419120665583,3,coenzyme A precursor
Papaverine,4.625492847449808,-0.913942967677159,-7.173525631279932,0,phosphodiesterase inhibitor
Parachlorophenol,14.3165941193856,-4.304136316423521,-3.1777037730149504,0,antiinfective drug
Paraldehyde,7.610352978150432,0.17526580209506298,-0.6375696899317326,0,cyclooxygenase inhibitor
Paramethadione,9.840094942487138,-7.034355345051432,0.29348555039965735,0,anticonvulsant
Paramethasone acetate,-1.8705866117530159,-1.4825890850677814,4.156637406292087,3,glucocorticoid receptor agonist
Parecoxib,-4.410715093388789,-1.4947774919452095,0.37099901356389453,3,cyclooxygenase inhibitor
Pargyline,-0.7886993130864655,-5.363574093002342,2.240811212137377,3,monoamine oxidase inhibitor
Paricalcitol,-14.256430450487294,8.791796211042698,-3.439878944051491,2,vitamin D receptor agonist
Paritaprevir,5.696805436390429,-6.581231098663238,-3.179917550442474,0,HCV inhibitor
Paromomycin,-12.585593862817003,-1.2439447126525842,1.5228979000526308,1,bacterial 30S ribosomal subunit inhibitor
Paroxetine,7.3703923841859735,4.878128315085336,-5.032685157322966,4,selective serotonin reuptake inhibitor (SSRI)
Parthenolide,2.891089917438819,-7.5107062429303015,-6.977831844500445,0,NFkB pathway inhibitor
Pasireotide,7.324600616860499,-5.370182514890317,-4.874763580430861,0,somatostatin receptor agonist
Patent Blue,-9.67569899457698,-2.4474021190004818,-2.826211744934288,1,
Pazopanib,7.851505326596634,5.598112950897591,0.03548611984764207,4,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Pefloxacin,-4.834828783369784,-2.9072342556879915,-1.8306198885035874,1,bacterial DNA gyrase inhibitor
Pemetrexed,2.5157033149254517,1.9581598797253654,0.6983182483359703,3,dihydrofolate reductase inhibitor|thymidylate synthase inhibitor
Pemigatinib,5.366435830026703,1.6071457545458612,-1.9971615989794853,4,EGFR inhibitor
Pemirolast,0.502337509444612,-3.310334127654781,-0.4604216153287073,3,mediator release inhibitor
Pemoline,7.305256554226557,-3.2116317840445814,2.878174824572716,0,
Penbutolol,-6.878775048196269,-2.427773172150992,-2.102681871116451,1,adrenergic receptor antagonist
Penciclovir,2.31997437733298,-0.7918735399306507,7.205276486517799,3,DNA directed DNA polymerase inhibitor
Penicillamine,1.6435363154565592,-0.2536015132120041,2.4036160663678006,3,chelating agent
Pentaerythritol tetranitrate,11.864272540627667,-12.893634817920068,-1.7604234020714045,0,
Pentafluoropropane,2.8819723079820188,5.062952613810819,3.660956609956801,4,
Pentagastrin,2.5200386559383268,-3.2066851856104317,3.7931875839765303,3,CCK receptor agonist
Pentamidine,4.748676149820626,4.218401680043375,-4.9736399292950715,4,anti-pneumocystis agent
Pentazocine,3.4672069763124314,-1.1414104900112825,-8.567830235611346,0,cyclooxygenase inhibitor
Pentetic acid,-14.941103472859211,-3.4458357971252593,-0.23302929261413066,1,chelating agent
Pentetreotide,9.161270898364979,-8.58191823956007,-5.891579387095787,0,
Pentobarbital,-10.120864382103507,-1.859247048735959,-3.5242174786703555,1,
Pentolinium,-7.656467274366056,-4.088390379576501,0.6943127022148022,1,cholinergic receptor antagonist
Pentosan polysulfate,-13.280484261038392,-2.085613104009835,0.006879913558633171,1,
Pentostatin,5.657857338041657,-4.46442955920071,-5.0364881996284465,0,adenosine deaminase inhibitor|ribonucleotide reductase inhibitor
Pentoxifylline,5.472106971438467,9.730976211926176,0.7413042687474498,4,phosphodiesterase inhibitor
Pentoxyverine,7.303970333452451,1.6041283261952282,8.70856975717553,3,acetylcholine receptor antagonist
Peramivir,-10.216804481698407,-8.780080473892783,-1.7391087213815872,1,neuraminidase inhibitor
Perampanel,-16.43671488687476,-3.4738676718034434,-4.539091074412209,1,
Perazine,8.984393106379994,2.8480278280685454,-0.1312843658852328,4,benzodiazepine receptor agonist
Perboric acid,4.356120198665147,-1.807336876616181,3.802088386090242,3,Bruton's tyrosine kinase (BTK) inhibitor
Perflexane,-1.6322859738920052,2.827455484982711,1.9884693525837178,3,
Perflubutane,-1.5220797395916559,1.192489587168364,0.8788682790282056,3,
Perfluorohexyloctane,-8.143511187954243,-0.9749879835396581,-2.7385420420976097,1,
Perflutren,-1.968349066774171,0.3551536295356987,-1.1947937350519735,3,contrast agent
Pergolide,8.84993665073884,3.6163911156571085,5.209619469909214,4,dopamine receptor agonist
Perhexiline,5.829608162800475,-0.731451835493508,0.9291124806682552,3,carnitine palmitoyltransferase inhibitor
Periciazine,4.892183433555139,3.419747211143877,-0.762468782488359,4,
Perindopril,-6.6665431371000565,1.9347599954967925,4.1940402610120255,1,angiotensin converting enzyme inhibitor
Permethrin,1.8964541367275578,0.5485451408319235,-0.3372609402270142,3,
Perphenazine,-7.565828588321606,-0.5720949493079002,-3.811847124401583,1,dopamine receptor antagonist
Pexidartinib,5.442943204047603,-0.15019329554855762,-2.420863935369586,0,tyrosine kinase inhibitor
Phenacemide,8.615948483917085,2.8874717635299434,7.107601155829551,4,sodium channel blocker
Phenazopyridine,15.94431390085844,-3.385944628373508,-2.213737992565498,0,local anesthetic
Phendimetrazine,9.651690023415293,2.0649701981726127,2.2224931864576227,0,
Phenelzine,0.7085680284717909,-2.4036953959120306,-2.7038760023453743,3,monoamine oxidase inhibitor
Pheneticillin,-5.660932533028219,-3.0421505346068085,4.232956926035881,1,bacterial cell wall synthesis inhibitor
Phenformin,6.659160873559698,12.25153256821619,-10.153041769478543,4,AMPK activator
Phenindamine,7.8418850400034,3.10877016189124,6.276402687096513,4,histamine receptor antagonist
Phenindione,8.35735301275145,-7.338673499729295,0.542477739819872,0,vitamin K antagonist
Pheniramine,1.8496537285015575,4.718734894953275,4.176992066257828,3,histamine receptor antagonist
Phenmetrazine,18.981910726775997,-0.4733140450301693,1.806921573045018,0,
Phenobarbital,2.829242617398901,1.0618110028154994,8.717979604584066,3,
Phenol,0.6522958668962191,-2.0116709871050107,2.5051221132778214,3,
Phenolphthalein,0.7616150557223477,-1.5605506590997786,-1.4515850247701052,3,indicator dye
Phenoxybenzamine,13.264600454777481,-2.642108970749629,0.354251662898272,0,adrenergic receptor antagonist
Phenoxyethanol,14.546925114117357,-3.1329166792224914,-2.6595582354000626,0,
Phenoxymethylpenicillin,-1.3810043215162855,-0.7297720604453649,4.144706510210985,3,
Phenprocoumon,5.1193064151738925,-0.464196419712145,7.0010894925378455,3,vitamin K antagonist
Phensuximide,4.483014219963711,6.232803642406577,2.710450531249405,4,succinimide antiepileptic
Phentermine,5.704994385581927,-1.8730307439565068,4.820560162615307,3,adrenergic receptor agonist
Phentolamine,3.435102605715337,3.4212955123507163,0.5918805508802951,4,adrenergic receptor antagonist
Phenyl aminosalicylate,-6.679776669607473,-8.51311694816202,-3.1530397521599034,1,
Phenyl salicylate,-9.632514735430739,-8.93556100041199,-3.4881078756678665,1,antiseptic
Phenylacetic acid,3.127883258384104,-2.213570149549724,6.244476738159032,3,chelating agent
Phenylalanine,0.8648626963980448,-0.9000364437652928,4.66690171550819,3,enkephalinase inhibitor
Phenylbutazone,0.20551545550849484,-0.8833374560976633,6.889543792115745,3,cyclooxygenase inhibitor|prostanoid receptor antagonist
Phenylbutyric acid,10.18059720074859,-2.4131670397261327,4.389833891975223,0,HDAC inhibitor
Phenylephrine,-2.987003647023272,-1.36032682614491,0.2584091795328413,3,adrenergic receptor agonist
Phenylethyl resorcinol,6.0293508113313665,-8.273076781773748,-2.0222458997403625,0,
Phenylpropanolamine,-0.6218160279052231,-4.116812199788963,3.064625421130199,3,adrenergic receptor agonist
Phenyltoloxamine,9.570626871150726,5.266443600838605,-0.14372961383076127,4,adrenergic receptor antagonist
Phenytoin,-5.256797982281372,-2.804833468597677,-2.004975262596722,1,hydantoin antiepileptic
Phloxine B,-10.915772740138578,-4.8280831123581995,-2.718738883179759,1,
Pholcodine,-6.727995006021349,13.121554530286264,-2.1721972060104178,2,
Phosphoric acid,5.504306418198793,-1.3635909391232837,5.118052946195927,3,
Phosphorus,9.588512859511019,-7.746367241256424,1.0024648836487478,0,
Phthalylsulfathiazole,-8.074261346862308,-1.4538523000226553,1.8847336273747812,1,dihydropteroate synthetase inhibitor
Phylloquinone,-4.215678121130972,-5.0974138154625654,-2.2191039750425725,1,
